issue,number,state,link
feat : update return value,44351,closed,https://github.com/tensorflow/tensorflow/issues/44351
DeeplabV3+ training documentation improvement,44350,closed,https://github.com/tensorflow/tensorflow/issues/44350
Model does not learn when using the GPU,44349,closed,https://github.com/tensorflow/tensorflow/issues/44349
CTC Error crashes on empty GPU batch,44348,open,https://github.com/tensorflow/tensorflow/issues/44348
Add gpu implementation of ResourceSparseApplyAdadelta Op for issue #2314 ,44347,open,https://github.com/tensorflow/tensorflow/issues/44347
Problems generating the Hello-World-Project von ESP32,44346,open,https://github.com/tensorflow/tensorflow/issues/44346
cmake support of 2.0.0-rc2,44345,closed,https://github.com/tensorflow/tensorflow/issues/44345
Fix integer/string in Integer/String Lookup docstrings,44344,closed,https://github.com/tensorflow/tensorflow/issues/44344
Bug in CosineSimilarity ,44343,closed,https://github.com/tensorflow/tensorflow/issues/44343
Unsupported loss function in seq2seq model.,44342,closed,https://github.com/tensorflow/tensorflow/issues/44342
pruning object detection models,44341,closed,https://github.com/tensorflow/tensorflow/issues/44341
[just for test CI],44340,closed,https://github.com/tensorflow/tensorflow/issues/44340
Tensorflow auto killed my training processing.,44339,open,https://github.com/tensorflow/tensorflow/issues/44339
remove large loop warning,44338,closed,https://github.com/tensorflow/tensorflow/issues/44338
Concrete Function output shape sometimes changes after save/load cycle,44337,open,https://github.com/tensorflow/tensorflow/issues/44337
[TFLite] [GPU delegate] DataLayout::DHWC4 and ObjectType::OPENGL_SSBO input does not work,44336,open,https://github.com/tensorflow/tensorflow/issues/44336
[CherryPick 2.4] Add -no_cuda11 tag to the ubuntu pip build scripts.,44335,closed,https://github.com/tensorflow/tensorflow/issues/44335
Fix CI on Windows,44334,closed,https://github.com/tensorflow/tensorflow/issues/44334
"why gradient of clip_by_value(x) is zero, when x is outside of range?",44333,closed,https://github.com/tensorflow/tensorflow/issues/44333
TF Lite GPU delegate - Selection of GPU device,44332,open,https://github.com/tensorflow/tensorflow/issues/44332
Non-deterministic results if using Functional model creation style on GPU,44331,open,https://github.com/tensorflow/tensorflow/issues/44331
TensorFlow 1.14 or 1.15 not detecting the Titan XP GPU. TensorFlow 2.x detectes the same Titan XP GPU !,44330,closed,https://github.com/tensorflow/tensorflow/issues/44330
RAM exhaustion while CPU taining doesn't throw exception,44329,closed,https://github.com/tensorflow/tensorflow/issues/44329
"Tensorflow DLL leaks references to itself, preventing the DLL from unloading",44328,closed,https://github.com/tensorflow/tensorflow/issues/44328
cannot see keras properly in tf-nightly-gpu install,44327,closed,https://github.com/tensorflow/tensorflow/issues/44327
Error while converting to tflite model,44326,closed,https://github.com/tensorflow/tensorflow/issues/44326
Add gpu implementation of ResourceSparseApplyAdadelta Op for issue #2…,44325,closed,https://github.com/tensorflow/tensorflow/issues/44325
Updated README.md,44324,closed,https://github.com/tensorflow/tensorflow/issues/44324
add gpu implementation for ResourceSparseApplyAdadelta for issue #231…,44323,closed,https://github.com/tensorflow/tensorflow/issues/44323
Models for person_detect used in micro vision demo of Tensorflow Lite,44322,open,https://github.com/tensorflow/tensorflow/issues/44322
Tensorflow import error,44321,closed,https://github.com/tensorflow/tensorflow/issues/44321
Request for person_detect.tflite file used in micro vision demo of Tensorflow Lite,44320,closed,https://github.com/tensorflow/tensorflow/issues/44320
Build up new Optimizer,44319,open,https://github.com/tensorflow/tensorflow/issues/44319
Illegal memory access when running large models on GPU,44318,closed,https://github.com/tensorflow/tensorflow/issues/44318
TensorFlow 1.14 bug,44317,closed,https://github.com/tensorflow/tensorflow/issues/44317
Fix ESP32 build,44316,closed,https://github.com/tensorflow/tensorflow/issues/44316
Failed to build due to keras import error (Executing genrule //tensorflow/python/keras/api:keras_python_api_gen failed),44315,closed,https://github.com/tensorflow/tensorflow/issues/44315
TensorFlow 1.14 bug,44314,closed,https://github.com/tensorflow/tensorflow/issues/44314
OperatorNotAllowedInGraphError in tf.debugging.Assert and tf.keras.Input,44313,closed,https://github.com/tensorflow/tensorflow/issues/44313
docs: Could not load dynamic library 'libcublas.so.10',44312,closed,https://github.com/tensorflow/tensorflow/issues/44312
Mysterious exception when using tf.data.Dataset.from_tensor_slices,44311,closed,https://github.com/tensorflow/tensorflow/issues/44311
Parallelize each level of BFS in `GetMatchingPaths`,44310,closed,https://github.com/tensorflow/tensorflow/issues/44310
"Model.predict() subsequent predictions returning nan (tf-nightly TF 2.4.0-dev20201023, NVIDIA-SMI 456.71, CUDA 11.1, cuDNN 8.0.4, RTX 3090)",44309,closed,https://github.com/tensorflow/tensorflow/issues/44309
Could not load dynamic library 'libcudnn.so.7',44307,closed,https://github.com/tensorflow/tensorflow/issues/44307
Quantized MobileBERT and ALBERT models performing very poorly,44306,open,https://github.com/tensorflow/tensorflow/issues/44306
Optimize all reduce v2,44305,closed,https://github.com/tensorflow/tensorflow/issues/44305
optimize all_reduce_indexed_slices for better performance,44304,closed,https://github.com/tensorflow/tensorflow/issues/44304
"fix tf.Saver save and restore bug under distributed setting(with ps, …",44303,closed,https://github.com/tensorflow/tensorflow/issues/44303
Unable to install CUDA on Ubuntu 18.04.5,44302,closed,https://github.com/tensorflow/tensorflow/issues/44302
docs: Failed to initialize NVML: Driver/library version mismatch,44301,closed,https://github.com/tensorflow/tensorflow/issues/44301
docs: Unable to locate package libcudnn7,44300,closed,https://github.com/tensorflow/tensorflow/issues/44300
Is is possible to use tf.keras.applications.VGG16/Resnet50 in under the scope of TPU?,44299,closed,https://github.com/tensorflow/tensorflow/issues/44299
Fix _CumprodGrad for 0. inputs,44298,closed,https://github.com/tensorflow/tensorflow/issues/44298
Is padding also required in model.predict function?,44297,closed,https://github.com/tensorflow/tensorflow/issues/44297
Strange error when I try to use tf.roll in a custom loss function,44296,closed,https://github.com/tensorflow/tensorflow/issues/44296
Add extra warning info for lr,44295,closed,https://github.com/tensorflow/tensorflow/issues/44295
Non-Gradient Descend Learning,44294,closed,https://github.com/tensorflow/tensorflow/issues/44294
tf.keras.experimental.CosineDecay error,44293,closed,https://github.com/tensorflow/tensorflow/issues/44293
Building TF-2.2 OpenCL triSYCL-1.2 on macOS-10.15 with GCC-4.9 and Bazel-2.0.0 Failed,44292,open,https://github.com/tensorflow/tensorflow/issues/44292
tensorflow-nightly-gpu looking for cusolver64_10.dll on a cuDNN 11.1 installation,44291,open,https://github.com/tensorflow/tensorflow/issues/44291
missing folder absl? ,44290,open,https://github.com/tensorflow/tensorflow/issues/44290
Converted TFLite model accuracy drop,44289,open,https://github.com/tensorflow/tensorflow/issues/44289
"I had tried this code in Xcode with objective c but I am getting the error ""Explicit specialization of undeclared template struct 'NumTraits'",44288,closed,https://github.com/tensorflow/tensorflow/issues/44288
Heteregnous inference,44287,closed,https://github.com/tensorflow/tensorflow/issues/44287
What is I and W in tensorflow logs?,44286,closed,https://github.com/tensorflow/tensorflow/issues/44286
training keras Sequential model with python generator raise error: AttributeError: 'tuple' object has no attribute 'rank',44285,open,https://github.com/tensorflow/tensorflow/issues/44285
ImportError: DLL load failed: A dynamic link library (DLL) initialization routine failed.,44284,closed,https://github.com/tensorflow/tensorflow/issues/44284
failed dnn implementation,44283,closed,https://github.com/tensorflow/tensorflow/issues/44283
update grpc to v1.32.0 to fix val.val issues while compiling TFS from source,44282,open,https://github.com/tensorflow/tensorflow/issues/44282
Mirrored Strategy CUDA_ERROR_ILLEGAL_ADDRESS,44281,closed,https://github.com/tensorflow/tensorflow/issues/44281
tensorflow.js have tf.nn.ctc_greedy_decoder?,44280,closed,https://github.com/tensorflow/tensorflow/issues/44280
Protobuf Installation Issue (?),44279,closed,https://github.com/tensorflow/tensorflow/issues/44279
Unexpected `snapshot` behaviour with `flat_map` in tf-nightly,44278,closed,https://github.com/tensorflow/tensorflow/issues/44278
NFC - minor spelling tweaks of documents under compiler directory,44277,closed,https://github.com/tensorflow/tensorflow/issues/44277
NFC - minor spelling tweaks of documents under lite directory,44276,closed,https://github.com/tensorflow/tensorflow/issues/44276
Reverting xcode to 10.3 and adding MACOSX_DEPLOYMENT_TARGET to just n…,44275,closed,https://github.com/tensorflow/tensorflow/issues/44275
Tensorflow dataset is not faster with multiple cores,44274,open,https://github.com/tensorflow/tensorflow/issues/44274
More CI fixes on r2.4,44273,closed,https://github.com/tensorflow/tensorflow/issues/44273
DLL error importing python tensorflow library in pywrap_tensorflow.py,44272,closed,https://github.com/tensorflow/tensorflow/issues/44272
Attempt to fix the pip wheel rename on Windows.,44271,closed,https://github.com/tensorflow/tensorflow/issues/44271
Improve grappler layout optimizer to support 5D tensors,44270,closed,https://github.com/tensorflow/tensorflow/issues/44270
Add parallel matching for `tf.gfile.Glob`,44269,closed,https://github.com/tensorflow/tensorflow/issues/44269
Avoid unnecessary `for` cycle overhead for `tf.gfile.Glob`,44268,closed,https://github.com/tensorflow/tensorflow/issues/44268
Disable mwms_peer_failure test on Python 3.8,44267,closed,https://github.com/tensorflow/tensorflow/issues/44267
Training is slow when using tf.keras.utils.Sequence with large Numpy arrays,44266,open,https://github.com/tensorflow/tensorflow/issues/44266
TensorFlow Lite Error: Regular TensorFlow ops are not supported by this interpreter. Make sure you apply/link the Flex delegate before inference. TensorFlow Lite Error: Node number 0 (FlexConv3D) failed to prepare.  Fatal error: Failed to allocate memory for input tensors.,44265,open,https://github.com/tensorflow/tensorflow/issues/44265
[FeatureRequest]Support tilde as alias for home directory in file paths,44264,closed,https://github.com/tensorflow/tensorflow/issues/44264
"I had tried this code in Xcode with objective c but I am getting the error ""Explicit specialization of undeclared template struct 'NumTraits'"" could anyone help me out please?",44263,closed,https://github.com/tensorflow/tensorflow/issues/44263
TFLu: Update builds with CMSIS-NN,44262,closed,https://github.com/tensorflow/tensorflow/issues/44262
CMSIS repository always has to be downloaded an patched,44261,closed,https://github.com/tensorflow/tensorflow/issues/44261
How to force to run a function on GPU,44260,open,https://github.com/tensorflow/tensorflow/issues/44260
How to use tf.keras.texts_to_sequences in tf.dataset,44259,closed,https://github.com/tensorflow/tensorflow/issues/44259
tflite file size is 1KB ?,44258,closed,https://github.com/tensorflow/tensorflow/issues/44258
"Tensorflow combining with PySpark pandas_udf yields ""triggered tf.function retracing"".",44257,closed,https://github.com/tensorflow/tensorflow/issues/44257
Docs for LambdaCallback should mention that it only works in training mode,44256,closed,https://github.com/tensorflow/tensorflow/issues/44256
Different ABI between docker version and public version in tf 2.3.0,44255,closed,https://github.com/tensorflow/tensorflow/issues/44255
tensorflow/tools/pip_package/BUILD:66:1 C++ compilation of rule '//tensorflow/python:bfloat16_lib' failed (Exit 1): crosstool_wrapper_driver_is_not_gcc failed: error executing command,44254,open,https://github.com/tensorflow/tensorflow/issues/44254
